in:Values,out:p1,out:p2,out:p3,out:p4,out:ResponseFactor,out:Frequency01,out:Frequency02,out:Frequency03,out:ABS Elastic Deflections,,
1415,3.5988,7.27815,8.40305,0.311005,2.345381,5.746725,5.750779,7.202678,0.003498,,
1416,6.4236,6.35835,9.07995,0.254785,4.002285,5.566697,5.579288,6.644778,0.005133,,
1417,7.8428,10.11805,9.25495,0.309475,1.513451,4.045411,4.047281,5.113405,0.010045,,
1418,6.2796,6.37095,9.07855,0.285235,3.102922,5.457481,5.468644,6.872911,0.004574,,
1419,4.3532,7.08565,7.13815,0.210865,5.16192,6.738376,6.738638,8.395451,0.003924,,
1420,6.67,11.87645,8.44925,0.261535,1.601926,4.187252,4.196423,4.264225,0.012843,,
1421,8.9084,10.90065,9.02045,0.140995,3.644476,3.226442,3.252458,3.286398,0.031936,,
1422,9.2636,11.58315,11.56005,0.162085,5.922676,2.636719,2.65688,2.659912,0.047679,,
1423,3.3068,8.45695,11.61255,0.386005,1.96605,4.304332,4.310501,5.430323,0.006647,,
1424,8.798,8.07195,10.28745,0.250015,1.696915,4.338363,4.345144,4.704821,0.011276,,
1425,9.0188,7.59595,5.27335,0.224545,2.085808,6.254379,6.270204,7.788777,0.003817,,
1426,7.542,7.92075,6.25545,0.193495,3.772191,6.07626,6.08718,6.866128,0.005661,,
1427,7.2812,8.62355,6.73145,0.101485,12.026513,4.4613,4.486042,4.492931,0.017663,,
1428,8.0548,5.15505,10.99445,0.309685,1.841311,5.056995,5.084003,5.734282,0.00638,,
1429,9.3604,6.11965,6.94145,0.156895,7.243206,6.340464,6.347522,6.908477,0.006374,,
1430,3.2516,5.08505,10.15865,0.311125,1.346933,6.212638,6.240358,7.531472,0.003657,,
1431,6.4876,7.12205,9.98995,0.295225,2.890529,4.863245,4.872567,5.903008,0.006415,,
1432,5.7116,9.30745,9.64625,0.185935,4.296515,4.669892,4.771211,4.823272,0.014279,,
1433,4.8348,6.31775,6.30795,0.162145,8.189241,7.774944,7.775022,9.399902,0.003652,,
1434,7.79,10.77885,7.27955,0.355255,1.588401,4.268714,4.277078,5.40672,0.006984,,
1435,5.7516,5.24115,5.92295,0.273745,1.238981,7.609978,7.614724,9.501879,0.001426,,
1436,3.6996,6.45915,10.59265,0.118915,10.765538,5.458952,5.652688,5.924212,0.01059,,
1437,3.7724,5.68565,8.00895,0.325075,0.925936,6.484531,6.495583,8.130527,0.002215,,
1438,2.3876,7.41255,6.75735,0.164905,9.357297,7.911738,7.917609,8.871498,0.003879,,
1439,5.1476,7.59665,7.91655,0.170335,6.706201,6.233926,6.236061,6.510314,0.007508,,
1440,9.7828,8.36455,8.63895,0.147085,5.274864,4.196185,4.241887,4.261405,0.018889,,
1441,4.4596,5.92155,11.39135,0.351535,1.334283,5.059313,5.078628,6.074575,0.005603,,
1442,4.8452,11.63985,9.46775,0.289495,1.462212,4.179994,4.184851,4.609683,0.011672,,
1443,6.3908,8.50525,9.20175,0.299695,2.324121,4.655582,4.657501,5.867495,0.006914,,
1444,4.1908,6.57955,9.58325,0.296575,2.309954,5.580025,5.59178,7.012322,0.004413,,
1445,9.6708,8.08875,7.51545,0.393355,1.861432,4.527524,4.528839,5.733503,0.003826,,
1446,8.058,6.49905,5.08155,0.107665,11.461614,7.414861,7.604065,7.757293,0.005829,,
1447,6.6036,6.26105,9.21925,0.371395,1.242259,5.081023,5.090227,6.419952,0.003654,,
1448,7.2924,9.81425,6.00625,0.110125,8.001894,4.84221,4.984715,5.157917,0.013849,,
1449,9.0868,11.24645,11.15475,0.393505,1.43356,3.209999,3.210118,4.072282,0.013089,,
1450,3.2716,7.55465,8.27845,0.302995,2.911518,5.805693,5.808336,7.269209,0.003637,,
1451,4.2452,11.31505,11.10505,0.275035,2.312218,4.070029,4.070422,4.482164,0.014377,,
1452,5.0844,7.64075,6.17635,0.153205,9.007808,7.1394,7.153097,7.470946,0.005403,,
1453,6.6508,5.83265,7.26555,0.267925,1.384975,6.371465,6.379325,7.996487,0.00279,,
1454,6.3756,6.70415,6.28485,0.114145,13.110936,6.725754,6.789857,6.809631,0.007733,,
1455,9.6332,11.01615,7.06815,0.247855,1.733494,4.356217,4.369719,4.49305,0.011068,,
1456,9.5604,7.20395,10.08795,0.341695,1.74925,4.270278,4.277525,5.4119,0.00685,,
1457,7.39,9.32355,6.62645,0.114505,9.165668,4.628528,4.704476,4.779334,0.015639,,
1458,9.8476,8.48845,9.59445,0.350845,1.43674,3.996412,3.998686,5.064435,0.007635,,
1459,2.894,10.33505,7.69045,0.139915,7.794796,5.359105,5.502786,5.685161,0.011194,,
1460,6.3548,11.70495,9.26335,0.286735,1.349919,4.001684,4.007095,4.354063,0.012866,,
1461,5.9252,10.19295,10.23285,0.358375,1.68979,3.928666,3.92872,4.9625,0.00897,,
1462,8.9172,9.63295,7.00655,0.307045,1.543318,4.604457,4.612484,5.825768,0.006551,,
1463,9.1868,9.63575,11.97935,0.196465,2.599781,3.275016,3.419389,3.571058,0.027061,,
1464,4.0996,10.18175,7.73385,0.193405,4.873849,5.466443,5.57759,5.589579,0.009127,,
1465,3.85,10.54435,7.96345,0.250195,2.771812,5.150098,5.159323,5.580744,0.00784,,
1466,9.3332,6.51025,9.35505,0.258595,3.095636,4.934335,4.94576,5.769805,0.00679,,
1467,2.8028,10.15795,7.55675,0.351805,1.79128,5.09819,5.105324,6.409081,0.004544,,
1468,7.7804,11.06935,5.18445,0.329185,1.557982,5.003547,5.02908,5.794633,0.006197,,
1469,9.4812,6.50325,10.07605,0.333055,1.541023,4.516563,4.527193,5.723969,0.006231,,
1470,8.6628,10.40085,5.34335,0.117595,5.129805,4.985729,5.302011,5.593973,0.010918,,
1471,5.198,5.20965,9.47825,0.391825,0.958642,5.603068,5.619848,7.078387,0.003006,,
1472,2.0596,8.97075,7.67015,0.126055,12.441866,6.250995,6.33388,6.382069,0.008853,,
1473,3.4628,6.85115,7.45875,0.171895,7.445998,7.307652,7.312454,8.203574,0.004463,,
1474,2.3452,6.51655,9.71135,0.246025,3.189736,6.342152,6.358622,7.227106,0.004316,,
1475,6.4212,11.73855,9.94445,0.380095,0.956951,3.601034,3.603685,4.558174,0.010665,,
1476,6.9932,5.15155,5.21315,0.347605,0.794448,7.437343,7.437644,9.315949,0.000836,,
1477,4.6372,6.72445,5.61565,0.338725,0.849446,6.827108,6.832576,8.55527,0.001493,,
1478,2.7532,6.48225,6.37865,0.357745,1.05312,6.891352,6.89186,8.611626,0.001364,,
1479,5.4348,9.88565,9.03445,0.147385,6.388041,4.220617,4.273669,4.29318,0.018677,,
1480,2.0668,6.11405,5.34475,0.196135,2.559566,9.441287,9.449432,11.585674,0.001481,,
1481,7.8468,5.76055,10.19575,0.274705,2.181655,5.159557,5.179407,5.83924,0.006202,,
1482,7.1692,5.08575,6.94775,0.203275,2.212024,7.182436,7.198622,8.989488,0.002898,,
1483,3.9732,7.55395,6.21485,0.310915,1.154222,6.438098,6.444274,8.062372,0.002316,,
1484,5.4412,5.47285,10.55625,0.175195,3.404612,5.912412,6.119555,6.159564,0.006499,,
1485,5.1108,9.63365,11.09035,0.394375,1.186123,3.876621,3.878919,4.900031,0.008041,,
1486,9.0604,9.69595,9.99065,0.242665,2.563802,4.018559,4.019296,4.355248,0.015473,,
1487,8.4076,10.40855,6.82805,0.124435,6.871422,4.135661,4.241885,4.38101,0.018453,,
1488,9.9164,7.11435,7.66385,0.136735,4.95127,5.101299,5.188975,5.19839,0.012675,,
1489,2.0452,8.71735,6.99325,0.100735,19.430208,6.2128,6.246182,6.253313,0.009298,,
1490,6.4532,9.17095,9.49015,0.220225,2.956065,4.704664,4.705821,5.005158,0.011865,,
1491,6.3492,11.60695,9.26195,0.285655,1.367538,4.023557,4.028803,4.388824,0.012734,,
1492,5.9876,7.29775,10.43655,0.301045,2.831348,4.756741,4.766273,5.684248,0.006819,,
1493,9.746,7.46155,9.93535,0.170995,5.194946,4.322206,4.551964,4.707603,0.015096,,
1494,6.3412,8.53745,9.77575,0.145795,5.97225,4.232141,4.299576,4.343587,0.018422,,
1495,3.7332,11.19815,11.89185,0.176215,4.066411,3.624245,3.673691,3.683921,0.024751,,
1496,8.4604,7.76045,6.87355,0.168685,5.785076,5.79935,5.805363,6.087538,0.008094,,
1497,8.5572,7.62255,5.54355,0.169255,4.909451,6.446337,6.464091,7.068649,0.005397,,
1498,8.7356,5.12285,5.53445,0.368965,0.694375,6.817738,6.819836,8.575143,0.000987,,
1499,7.6476,6.12455,10.30775,0.219565,3.092757,5.227222,5.248605,5.366324,0.007626,,
1500,2.642,5.09695,10.58565,0.149155,4.506572,7.144448,7.449502,7.511386,0.004577,,
